Places,Places without underlines and Fl Oc,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
Siguenza (Guadalajara),Siguenza (Guadalajara),"19250 Sigüenza, Guadalajara, Spain",41.067066,-2.6462262,19250,Sigüenza,Spain,Castile-La Mancha,Guadalajara,Guadalajara
Frandovinez (Burgos),Frandovinez (Burgos),"09230 Frandovínez, Burgos, Spain",42.3107285,-3.8381772,9230,Frandovínez,Spain,Castile and León,Burgos,Burgos
Mulhau (Tirol),Mulhau (Tirol),"Mühlau, 6020 Innsbruck, Austria",47.2826131,11.4112145,6020,Innsbruck,Austria,Tirol,Innsbruck,Innsbruck
"Saint-David, Que","Saint-David, Que","Saint-David, QC J0G 1L0, Canada",45.95,-72.8500001,J0G 1L0,Saint-David,Canada,Quebec,Le Bas-Richelieu Regional County Municipality,Le Bas-Richelieu Regional County Municipality
? (Down),? (Down),"County Down, UK",54.3276987,-5.7157667,,,United Kingdom,Northern Ireland,,
Aubenasson,Aubenasson,"26340 Aubenasson, France",44.6763498,5.1458131,26340,Aubenasson,France,Auvergne-Rhône-Alpes,Drôme,Drôme
"Villetes (Bra, Liege)","Villetes (Bra, Liege)","4990 Bra, Belgium",50.32339,5.7323,4990,Bra,Belgium,Wallonia,Liege,LG
Oberteich (Bayern),Oberteich (Bayern),"Oberteich, 95666 Mitterteich, Germany",49.9433187,12.2092405,95666,Mitterteich,Germany,Bayern,Oberpfalz,Oberpfalz
Avila,Avila,"Ávila‎, Ávila, Spain",40.656685,-4.6812086,,Ávila‎,Spain,Castile and León,Ávila,Ávila
Liscolman (Wicklow),Liscolman (Wicklow),"Liscolman, Paulville, Co. Wicklow, Ireland",52.8233896,-6.6556525,,,Ireland,County Wicklow,,
Sta. Cruz de Tobed (Zaragoza),Sta. Cruz de Tobed (Zaragoza),"50324 Santa Cruz de Grío, Zaragoza, Spain",41.3704169,-1.4307851,50324,Santa Cruz de Grío,Spain,Aragon,Zaragoza,Z
Ennezat (Puy-de-D),Ennezat (Puy-de-D),"63720 Ennezat, France",45.897986,3.224896,63720,Ennezat,France,Auvergne-Rhône-Alpes,Puy-de-Dome,Puy-de-Dome
newport (Tripperary),newport (Tripperary),"Newport, Co. Tipperary, Ireland",52.7102172,-8.4187938,,,Ireland,County Tipperary,,
Grosselfingen (Hohenzollern),Grosselfingen (Hohenzollern),"Bachstraße 7, 72415 Grosselfingen, Germany",48.3326743,8.8877632,72415,Grosselfingen,Germany,Baden-Württemberg,Tübingen,TÜ
Anderlecht (Bruxelles),Anderlecht (Bruxelles),"1070 Anderlecht, Belgium",50.8365808,4.308187,1070,Anderlecht,Belgium,Brussels,,
Borrisokane (Tripperary),Borrisokane (Tripperary),"Ballyhaden, Borrisokane, Co. Tipperary, Ireland",52.9963736,-8.1273257,,Borrisokane,Ireland,County Tipperary,,
Haute-Ham (Moselle),Haute-Ham (Moselle),"Haute Ham, 57970 Basse-Ham, France",49.385169,6.2190781,57970,Basse-Ham,France,Grand Est,Moselle,Moselle
Sus-St-Leger (Pas-de-C),Sus-St-Leger (Pas-de-C),"62810 Sus-Saint-Léger, France",50.23903,2.4327169,62810,Sus-Saint-Léger,France,Hauts-de-France,Pas-de-Calais,Pas-de-Calais
Orozco (Vizcaya),Orozco (Vizcaya),"48410 Orozko, Biscay, Spain",43.1075643,-2.9112964,48410,Orozko,Spain,Basque Country,Biscay,BI
Arnedo (Logrono),Arnedo (Logrono),"C/ de Garcia Morato, 4, 26002 Logroño, La Rioja, Spain",42.4622064,-2.447303,26002,Logroño,Spain,La Rioja,La Rioja,LO
Neuhaus (Bayern),Neuhaus (Bayern),"94152 Neuhaus am Inn, Germany",48.4612337,13.4204569,94152,Neuhaus am Inn,Germany,Bavaria,Lower Bavaria,Lower Bavaria
Besancon (Doubs),Besancon (Doubs),"25000 Besançon, France",47.237829,6.0240539,25000,Besançon,France,Bourgogne-Franche-Comté,Doubs,Doubs
Estipouy (Gers),Estipouy (Gers),"32300 Estipouy, France",43.549898,0.380247,32300,Estipouy,France,Occitanie,Gers,Gers
Rosas (Gerona),Rosas (Gerona),"Roses, Girona, Spain",42.2605204,3.2080991,,,Spain,Catalonia,Girona,Girona
Cestona (Guipuzcoa),Cestona (Guipuzcoa),"20740 Zestoa, Gipuzkoa, Spain",43.2407929,-2.2593466,20740,Zestoa,Spain,Basque Country,Gipuzkoa,SS
Magliano (Cuneo),Magliano (Cuneo),"12051 Magliano, Province of Cuneo, Italy",44.7192563,7.9875571,12051,Magliano,Italy,Piedmont,Province of Cuneo,CN
Trevi (Perugia),Trevi (Perugia),"06039 Trevi, Province of Perugia, Italy",42.8776412,12.7488082,6039,Trevi,Italy,Umbria,Province of Perugia,PG
Grottaminarda (Avellino),Grottaminarda (Avellino),"83035 Grottaminarda, Province of Avellino, Italy",41.0726871,15.0623317,83035,Grottaminarda,Italy,Campania,Province of Avellino,AV
Mumliswyl (Solothurn),Mumliswyl (Solothurn),"Mümliswil-Ramiswil, Switzerland",47.3404622,7.7044391,,Mümliswil-Ramiswil,Switzerland,Solothurn,Thal District,Thal District
Cheste (Valencia),Cheste (Valencia),"46380 Cheste, Valencia, Spain",39.4934832,-0.6856076,46380,Cheste,Spain,Valencian Community,Valencia,V
Chatillon-sur-Seine (Cote-d'O),Chatillon-sur-Seine (Cote-d'O),"21400 Châtillon-sur-Seine, France",47.860455,4.573714,21400,Châtillon-sur-Seine,France,Bourgogne-Franche-Comté,Côte-d'Or,Côte-d'Or
Neustupov (Cechy),Neustupov (Cechy),"Neustupov, Czechia",49.6150055,14.6986042,,Neustupov,Czechia,Central Bohemian Region,Benešov District,Benešov District
Gommenech (Cotes-du-N),Gommenech (Cotes-du-N),"22290 Gommenec'h, France",48.64029,-3.049146,22290,Gommenec'h,France,Brittany,Côtes-d'Armor,Côtes-d'Armor
Beaurepaire (Isere),Beaurepaire (Isere),"38270 Beaurepaire, France",45.338665,5.051976,38270,Beaurepaire,France,Auvergne-Rhône-Alpes,Isere,Isere
Acqui? (Alessandria),Acqui? (Alessandria),"15011 Acqui Terme, Province of Alessandria, Italy",44.6763846,8.4670285,15011,Acqui Terme,Italy,Piedmont,Province of Alessandria,AL
Budzanow (Halicz),Budzanow (Halicz),"Budaniv, Ternopil Oblast, Ukraine",49.1633838,25.7072078,,Budaniv,Ukraine,Ternopil Oblast,Terebovlyans'kyi district,Terebovlyans'kyi district
Pangua (Burgos),Pangua (Burgos),"09294 Pangua, Burgos, Spain",42.7384753,-2.8268618,9294,Pangua,Spain,Castilla y León,Burgos,Burgos
St-Pal-de-Mons (H-Loire),St-Pal-de-Mons (H-Loire),"43620 Saint-Pal-de-Mons, France",45.246127,4.274097,43620,Saint-Pal-de-Mons,France,Auvergne-Rhône-Alpes,Haute-Loire,Haute-Loire
Freland (H-Rhin),Freland (H-Rhin),"68240 Fréland, France",48.170941,7.19348,68240,Fréland,France,Grand Est,Haut-Rhin,Haut-Rhin
Lugo,Lugo,"Lugo, Spain",43.0097384,-7.5567582,,Lugo,Spain,Galicia,Lugo,Lugo
Baiões (Beira Alta),Baiões (Beira Alta),"3660 Baiões, Portugal",40.7571351,-8.0939324,3660,Baiões,Portugal,Viseu,,
Ploëzal (Cötes-du-N),Ploëzal (Cötes-du-N),"22260 Ploëzal, France",48.714514,-3.204577,22260,Ploëzal,France,Brittany,Côtes-d'Armor,Côtes-d'Armor
Mondon (Doubs),Mondon (Doubs),"25680 Mondon, France",47.441025,6.3132089,25680,Mondon,France,Bourgogne-Franche-Comté,Doubs,Doubs
Wierzchosławice,Wierzchosławice,"Gmina Wierzchosławice, Poland",50.0207379,20.8341638,32,,Poland,Lesser Poland Voivodeship,tarnowski,tarnowski
Verquin (Pas-de-C),Verquin (Pas-de-C),"62131 Verquin, France",50.501236,2.641838,62131,Verquin,France,Hauts-de-France,Pas-de-Calais,Pas-de-Calais
Fleetwood (Lancashire),Fleetwood (Lancashire),"Fleetwood, UK",53.916661,-3.035673,,Fleetwood,United Kingdom,England,Lancashire,Lancashire
Anderghem (Brabant),Anderghem (Brabant),"Auderghem, Belgium",50.8164064,4.4265181,,Auderghem,Belgium,Brussels,,
Mandres (H-Marne),Mandres (H-Marne),"52800 Mandres-la-Côte, France",48.061835,5.334373,52800,Mandres-la-Côte,France,Grand Est,Haute-Marne,Haute-Marne
Bjelašnica pr Vitebski,Bjelašnica pr Vitebski,"Bjelašnica, Bosnia and Herzegovina",43.7041667,18.2566667,,,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,Sarajevo Canton,Sarajevo Canton
Bugny (Doubs),Bugny (Doubs),"25520 Bugny, France",46.995398,6.353537,25520,Bugny,France,Bourgogne-Franche-Comté,Doubs,Doubs
Pordic (Côtes-du-N),Pordic (Côtes-du-N),"22590 Pordic, France",48.571991,-2.814177,22590,Pordic,France,Brittany,Côtes-d'Armor,Côtes-d'Armor
Ramstein (Württemberg),Ramstein (Württemberg),"Ramstein-Miesenbach, Germany",49.445759,7.5545404,,Ramstein-Miesenbach,Germany,Rhineland-Palatinate,,
Bulgaden (Limerick),Bulgaden (Limerick),"Bulgaden Eady, Bulgaden, Co. Limerick, Ireland",52.4204882,-8.5295911,,Bulgaden,Ireland,County Limerick,,
Limoux (Aude),Limoux (Aude),"11300 Limoux, France",43.053289,2.218142,11300,Limoux,France,Occitanie,Aude,Aude
Soerendonk (N-Brabant),Soerendonk (N-Brabant),"6027 Soerendonk, Netherlands",51.3018545,5.5741425,6027,Soerendonk,Netherlands,Noord-Brabant,Cranendonck,Cranendonck
Ostheim (H-Rhin),Ostheim (H-Rhin),"Ostheim, France",48.160127,7.36948,,Ostheim,France,Grand Est,Haut-Rhin,Haut-Rhin
Alangua (Alava),Alangua (Alava),"01207 Alangua, Araba, Spain",42.8163556,-2.3767343,1207,Alangua,Spain,Euskadi,Araba,Araba
St-Avold (Moselle),St-Avold (Moselle),"57500 Saint-Avold, France",49.104408,6.705793,57500,Saint-Avold,France,Grand Est,Moselle,Moselle
Haddenham pr Ely (Cambridge),Haddenham pr Ely (Cambridge),"Haddenham, UK",52.358039,0.148316,,Haddenham,United Kingdom,England,Cambridgeshire,Cambridgeshire
Vulaines (Seine-et-M),Vulaines (Seine-et-M),"Vulaines, 77870 Vulaines-sur-Seine, France",48.429749,2.759433,77870,Vulaines-sur-Seine,France,Île-de-France,Seine-et-Marne,Seine-et-Marne
Aighton (Lancashire),Aighton (Lancashire),"Aighton, Bailey and Chaigley, UK",53.8521531,-2.4959504,,,United Kingdom,England,Lancashire,Lancashire
"Terre-Bone, La","Terre-Bone, La","Terrebonne Parish, LA, USA",29.2299682,-90.7532809,,,United States,Louisiana,Terrebonne Parish,Terrebonne Parish
"Valle del Socorro (Santander, Col.)","Valle del Socorro (Santander, Col.)","Socorro, Santander, Colombia",6.4450855,-73.2529464,,,Colombia,Santander,Socorro,Socorro
Louveigné (Liège),Louveigné (Liège),"Louveigné, 4141 Sprimont, Belgium",50.5302309,5.7162168,4141,Sprimont,Belgium,Wallonia,Liege,LG
St. Martin (Fribourg),St. Martin (Fribourg),"1609 Saint-Martin, Switzerland",46.5767192,6.8688219,1609,Saint-Martin,Switzerland,Fribourg,Veveyse District,Veveyse District
"Nicolet, Qué","Nicolet, Qué","Nicolet, QC, Canada",46.2274055,-72.6191742,,Nicolet,Canada,Quebec,Nicolet-Yamaska Regional County Municipality,Nicolet-Yamaska Regional County Municipality
Oronoz (Navarra),Oronoz (Navarra),"31720 Oronoz-Mugairi, Navarre, Spain",43.1373896,-1.6099167,31720,Oronoz-Mugairi,Spain,Navarre,Navarre,NA
Navarcles (Barcelona),Navarcles (Barcelona),"Navarcles, Barcelona, Spain",41.7497243,1.9148091,,,Spain,Catalonia,Barcelona,Barcelona
Rumbèke (Fl Or),Rumbèke ,"Rumbeke, 8800 Roeselare, Belgium",50.9332448,3.1560374,8800,Roeselare,Belgium,Flanders,West Flanders,WV
"La Garde (par. Albaret-Sainte-Marie, Lozère)","La Garde (par. Albaret-Sainte-Marie, Lozère)","La Garde, 48200 Albaret-Sainte-Marie, France",44.881918,3.248295,48200,Albaret-Sainte-Marie,France,Occitanie,Lozère,Lozère
"Kansas City, MO","Kansas City, MO","Kansas City, MO, USA",39.0997265,-94.5785667,,Kansas City,United States,Missouri,Jackson County,Jackson County
Alzo (Guipúzcoa),Alzo (Guipúzcoa),"20268 Altzo, Gipuzkoa, Spain",43.0994843,-2.0830679,20268,Altzo,Spain,Basque Country,Gipuzkoa,SS
Tournhout ,Tournhout ,"2300 Turnhout, Belgium",51.3216509,4.9375578,2300,Turnhout,Belgium,Flanders,Antwerp,AN
Crodo (Novara),Crodo (Novara),"Via Pellanda, 5, 28862 Crodo VB, Italy",46.2215705,8.3231016,28862,Crodo,Italy,Piemonte,Provincia del Verbano-Cusio-Ossola,VB
*Brega (Schlesien),*Brega (Schlesien),"Brzeg, Poland",50.8608509,17.466831,49,Brzeg,Poland,Opole Voivodeship,Brzeg County,Brzeg County
Krysowice (Halicz),Krysowice (Halicz),"Halicz, Poland",49.0720807,22.7688968,,,Poland,Podkarpackie Voivodeship,Bieszczady County,Bieszczady County
Montusclat (H-Loire),Montusclat (H-Loire),"43260 Montusclat, France",45.013061,4.123995,43260,Montusclat,France,Auvergne-Rhône-Alpes,Haute-Loire,Haute-Loire
Elorrio (Vizcaya),Elorrio (Vizcaya),"48230 Elorrio, Biscay, Spain",43.1295589,-2.5423293,48230,Elorrio,Spain,Basque Country,Biscay,BI
Frotey-lès-Vesoul (H-Saône),Frotey-lès-Vesoul (H-Saône),"70000 Frotey-lès-Vesoul, France",47.620971,6.181883,70000,Frotey-lès-Vesoul,France,Bourgogne-Franche-Comté,Haute-Saône,Haute-Saône
Riefensberg (Vorarlberg),Riefensberg (Vorarlberg),"6943 Riefensberg, Austria",47.5039714,9.9630242,6943,Riefensberg,Austria,Vorarlberg,Bregenz District,Bregenz District
Blois (Loire-et-Ch),Blois (Loire-et-Ch),"41000 Blois, France",47.5860921,1.3359475,41000,Blois,France,Centre-Val de Loire,Loir-et-Cher,Loir-et-Cher
Pompignan (Tarn-et-G),Pompignan (Tarn-et-G),"82170 Pompignan, France",43.81797,1.311195,82170,Pompignan,France,Occitanie,Tarn-et-Garonne,Tarn-et-Garonne
"Providence, R.I. ","Providence, R.I. ","Providence, RI, USA",41.8239891,-71.4128343,,Providence,United States,Rhode Island,Providence County,Providence County
"Wallmerod (Wiesbaden, Nassau)","Wallmerod (Wiesbaden, Nassau)","56414 Wallmerod, Germany",50.4860741,7.9507091,56414,Wallmerod,Germany,Rhineland-Palatinate,Giessen,GI
Juillan (H-Pyrénées),Juillan (H-Pyrénées),"Juillan, France",43.2020539,0.022854,,Juillan,France,Occitanie,Hautes-Pyrénées,Hautes-Pyrénées
Cloonclare (dc Kilmoren),Cloonclare (dc Kilmoren),"Cloonclare, Co. Leitrim, Ireland",54.2910851,-8.1757614,,,Ireland,County Leitrim,,
"Sieianówka, Biał","Sieianówka, Biał","17-220 Siemianówka, Poland",52.901449,23.8403955,17-220,Siemianówka,Poland,Podlaskie Voivodeship,Hajnówka County,Hajnówka County
Montois-la-Montagne (Moselle),Montois-la-Montagne (Moselle),"Montois-la-Montagne, France",49.218195,6.025674,,Montois-la-Montagne,France,Grand Est,Moselle,Moselle
Cendrecourt (H-Savoie),Cendrecourt (H-Savoie),"70500 Cendrecourt, France",47.844428,5.924544,70500,Cendrecourt,France,Bourgogne-Franche-Comté,Haute-Saône,Haute-Saône
Foiana (Bolzano),Foiana (Bolzano),"39011 Foiana BZ, Italy",46.588039,11.1465025,39011,Foiana,Italy,Trentino-Alto Adige,Alto Adige,BZ
Ophoven (Limburg),Ophoven (Limburg),"3640 Ophoven, Belgium",51.12559,5.80204,3640,Ophoven,Belgium,Flanders,Limburg,LI
"Settlement of St. Philips, pr Evansville, Ind.","Settlement of St. Philips, pr Evansville, Ind.","St Philip, Marrs Township, IN 47620, USA",37.9869867,-87.7158543,47620,,United States,Indiana,Posey County,Posey County
Andraitx (Mallorca),Andraitx (Mallorca),"07150 Andratx, Balearic Islands, Spain",39.5744273,2.4202537,7150,Andratx,Spain,Balearic Islands,Balearic Islands,Balearic Islands
Matigny (Somme),Matigny (Somme),"80400 Matigny, France",49.79768,3.008469,80400,Matigny,France,Hauts-de-France,Somme,Somme
Ragusa (Siracusa),Ragusa (Siracusa),"Via dell'Arsenale, 40, 96100 Siracusa SR, Italy",37.068429,15.289093,96100,Siracusa,Italy,Sicilia,Provincia di Siracusa,SR
Monforte (Messina),Monforte (Messina),"98041 Monforte San Giorgio, Province of Messina, Italy",38.1564792,15.3829141,98041,Monforte San Giorgio,Italy,Sicily,Province of Messina,ME
Oppenheim (Hessen-Nassau),Oppenheim (Hessen-Nassau),"55276 Oppenheim, Germany",49.8519223,8.3602742,55276,Oppenheim,Germany,Rhineland-Palatinate,Darmstadt,DA
Lorgues (Var),Lorgues (Var),"83510 Lorgues, France",43.493236,6.361557,83510,Lorgues,France,Provence-Alpes-Côte d'Azur,Var,Var
Binche (Hainaut),Binche (Hainaut),"Binche, Belgium",50.41218,4.1659,,Binche,Belgium,Wallonia,Hainaut,HT
Bellegarde (Tarn),Bellegarde (Tarn),"Bellegarde, 81430 Bellegarde-Marsal, France",43.9070419,2.273688,81430,Bellegarde-Marsal,France,Occitanie,Tarn,Tarn
Shkodër - Toplana ,Shkodër - Toplana ,"Rruga Kolë Heqimi 4001, Shkodër, Albania",42.0729841,19.5213021,,Shkodër,Albania,Qarku i Shkodrës,Shkodër,Shkodër
Coudures (Landes),Coudures (Landes),"Coudures, France",43.691026,-0.5203,,Coudures,France,Nouvelle-Aquitaine,Landes,Landes
Moinhos (Douro),Moinhos (Douro),"4640 Gove, Portugal",41.1235786,-8.0587265,4640,Gove,Portugal,Porto,,
Chenntcheou (Hopeh),Chenntcheou (Hopeh),"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Le Faouet (Côtes-du-N),Le Faouet (Côtes-du-N),"Le Faouët, France",48.683896,-3.074486,,Le Faouët,France,Brittany,Côtes-d'Armor,Côtes-d'Armor
Champion (Namur),Champion (Namur),"Champion, 5020 Namur, Belgium",50.4958176,4.9015766,5020,Namur,Belgium,Wallonie,Namur,NA
Muldonagh (Derry),Muldonagh (Derry),"Muldonagh Rd, Londonderry BT47, UK",54.9316837,-7.0806397,BT47,,United Kingdom,Northern Ireland,,
Thomastown (Kilkenny),Thomastown (Kilkenny),"Thomastown, Co. Kilkenny, Ireland",52.5270825,-7.1388211,,Thomastown,Ireland,County Kilkenny,,
Dullin (Savoie),Dullin (Savoie),"73610 Dullin, France",45.553558,5.743163,73610,Dullin,France,Auvergne-Rhône-Alpes,Savoie,Savoie
Lladurs (Lérida),Lladurs (Lérida),"25283 Lladurs, Lleida, Spain",42.0443899,1.5066874,25283,Lladurs,Spain,Catalonia,Lleida,Lleida
Thulin (Hainaut),Thulin (Hainaut),"Thulin, 7350 Hensies, Belgium",50.4290487,3.7391863,7350,Hensies,Belgium,Wallonia,Hainaut,HT
? (dc S. Ludovici in Maragnano),? (dc S. Ludovici in Maragnano),,,,,,,,,
Zwolle (Overijsel),Zwolle (Overijsel),"Zwolle, Netherlands",52.5167747,6.0830219,,Zwolle,Netherlands,Overijssel,Zwolle,Zwolle
Casillas (Burgos),Casillas (Burgos),"09556 Casillas, Burgos, Spain",42.9593669,-3.6106998,9556,Casillas,Spain,Castilla y León,Burgos,Burgos
"PortTobacco, Md","PortTobacco, Md","Port Tobacco, MD 20677, USA",38.5113836,-77.018833,20677,Port Tobacco,United States,Maryland,Charles County,Charles County
Jumet (Hainaut),Jumet (Hainaut),"Jumet, 6040 Charleroi, Belgium",50.4427249,4.4370311,6040,Charleroi,Belgium,Wallonia,Hainaut,HT
Guareña (Badajoz),Guareña (Badajoz),"Guareña, Badajoz, Spain",38.8636339,-6.1018241,,,Spain,Extremadura,Badajoz,Badajoz
Medina de Pomar (Burgos),Medina de Pomar (Burgos),"09500 Medina de Pomar, Burgos, Spain",42.9296692,-3.4876361,9500,Medina de Pomar,Spain,Castile and León,Burgos,Burgos
Birr (King'a),Birr (King'a),,,,,,,,,
Oña,Oña,"09530 Oña, Burgos, Spain",42.7361613,-3.4117046,9530,Oña,Spain,Castile and León,Burgos,Burgos
Chodorowa (Halicz),Chodorowa (Halicz),"Halych, Ivano-Frankivsk Oblast, Ukraine",49.1237705,24.7313165,,Halych,Ukraine,Ivano-Frankivsk Oblast,Halyts'kyi district,Halyts'kyi district
Monzón (Huesca),Monzón (Huesca),"22400 Monzón, Huesca, Spain",41.9157645,0.1928216,22400,Monzón,Spain,Aragon,Huesca,Huesca
Killina pr Tullabeg (King's) ,Killina pr Tullabeg (King's) ,"Killina, Silverbrook, Co. Offaly, Ireland",53.2715251,-7.5963448,,,Ireland,County Offaly,,
Assais (Deux-Sèvres),Assais (Deux-Sèvres),"Assais, 79600 Assais-les-Jumeaux, France",46.788333,-0.058431,79600,Assais-les-Jumeaux,France,Nouvelle-Aquitaine,Deux-Sèvres,Deux-Sèvres
Radovesice (Čechy),Radovesice (Čechy),"410 02 Radovesice, Czechia",50.4109696,14.0682894,410 02,Radovesice,Czechia,Ústí nad Labem Region,Litoměřice District,Litoměřice District
Marcieux (Savoie),Marcieux (Savoie),"Marcieux, France",45.6183188,5.7730853,,Marcieux,France,Auvergne-Rhône-Alpes,Savoie,Savoie
Tištín (Morava) ,Tištín (Morava) ,"798 29 Tištín, Czechia",49.3068877,17.1654048,798 29,Tištín,Czechia,Olomouc Region,Prostějov District,Prostějov District
Barby (Ardenens),Barby (Ardenens),"08300 Barby, France",49.521674,4.314254,8300,Barby,France,Grand Est,Ardennes,Ardennes
Lith (N-Brabant),Lith (N-Brabant),"5397 Lith, Netherlands",51.8065563,5.4399971,5397,Lith,Netherlands,North Brabant,Oss,Oss
"Milicz, Wrocł","Milicz, Wrocł","Kamienna 115, 50-547 Wrocław, Poland",51.0873306,17.0406801,50-547,Wrocław,Poland,Województwo dolnośląskie,Wrocław,Wrocław
Buttevasit (Cork),Buttevasit (Cork),,,,,,,,,
Corona (Bolzano),Corona (Bolzano),"39040 Graun, South Tyrol, Italy",46.3241457,11.2159248,39040,Graun,Italy,Trentino-South Tyrol,South Tyrol,BZ
St-Fraimbault-de-Prières (Mayenne),St-Fraimbault-de-Prières (Mayenne),"53300 Saint-Fraimbault-de-Prières, France",48.350054,-0.581736,53300,Saint-Fraimbault-de-Prières,France,Pays de la Loire,Mayenne,Mayenne
Bitonto (Bari),Bitonto (Bari),"70032 Bitonto, Metropolitan City of Bari, Italy",41.1078251,16.6910569,70032,Bitonto,Italy,Apulia,Metropolitan City of Bari,BA
Příbram (Čechy),Příbram (Čechy),"26101 VI-, K Podlesí 540, Březové Hory, 261 01 Příbram, Czechia",49.6908736,13.9918455,261 01,Příbram,Czechia,Středočeský kraj,Příbram,Příbram
Stockolm,Stockolm,"Stockholm, Sweden",59.3293235,18.0685808,,Stockholm,Sweden,Stockholm County,,
Aizarnazábal (Giopúzcoa),Aizarnazábal (Giopúzcoa),"20749 Aizarnazabal, Gipuzkoa, Spain",43.2551366,-2.2365821,20749,Aizarnazabal,Spain,Basque Country,Gipuzkoa,SS
Malaga,Malaga,"Málaga, Spain",36.7167456,-4.4259962,,,Spain,Andalusia,Málaga,Málaga
Alamaceda (Beira Baixa),Alamaceda (Beira Baixa),,,,,,,,,
Nottuln (Westfalen),Nottuln (Westfalen),"48301 Nottuln, Germany",51.926579,7.3548623,48301,Nottuln,Germany,North Rhine-Westphalia,Münster,MS
Wroelaw,Wroelaw,"Wrocław, Poland",51.1078852,17.0385376,51,Wrocław,Poland,Lower Silesian Voivodeship,Wrocław County,Wrocław County
Cigne (Mayenne),Cigne (Mayenne),"Cigné, 53300 Ambrières-les-Vallées, France",48.423385,-0.608552,53300,Ambrières-les-Vallées,France,Pays de la Loire,Mayenne,Mayenne
Bourg-sous-la-Roche-sur-Yon (Vendee),Bourg-sous-la-Roche-sur-Yon (Vendee),"Le Bourg-sous-la-Roche-sur-Yon, 85000 La Roche-sur-Yon, France",46.660095,-1.399174,85000,La Roche-sur-Yon,France,Pays de la Loire,Vendée,Vendée
St-Barthelemy-le-Plein (Ardeche),St-Barthelemy-le-Plein (Ardeche),"07300 Saint-Barthélemy-le-Plain, France",45.051587,4.749732,7300,Saint-Barthélemy-le-Plain,France,Auvergne-Rhône-Alpes,Ardèche,Ardèche
Greenwich (Kent),Greenwich (Kent),"Greenwich, London, UK",51.4933675,0.0098214,,London,United Kingdom,England,Greater London,Greater London
